latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.93348,-123.88293,322.9,1.9,1.35,2025-10-29,1836,T,82,6.1NRT,277.55,61.99,D
48.92807,-123.85851,351.11,1.9,1.35,2025-10-29,1836,T,91,6.1NRT,279.99,175.58,D
47.2998,-124.22674,301.23,2.03,1.39,2025-10-29,1836,T,17,6.1NRT,278.95,16.37,D
47.29417,-124.20158,327.08,2.04,1.39,2025-10-29,1836,T,80,6.1NRT,278.66,77.3,D
47.28244,-124.20723,306.5,2.04,1.39,2025-10-29,1836,T,45,6.1NRT,278.21,26.79,D
47.09793,-123.75746,317.84,2.18,1.43,2025-10-29,1836,T,78,6.1NRT,282.38,55.74,D
47.09182,-123.73079,301.92,2.19,1.43,2025-10-29,1836,T,47,6.1NRT,281.54,20.06,D
47.04967,-123.78088,301.84,2.18,1.43,2025-10-29,1836,T,49,6.1NRT,282.33,20.56,D
47.0437,-123.75518,306.41,2.19,1.43,2025-10-29,1836,T,63,6.1NRT,281.44,29.01,D
47.04318,-123.76073,312.01,2.19,1.43,2025-10-29,1836,T,72,6.1NRT,281.72,39.14,D
45.45963,-121.55919,323.07,3.21,1.7,2025-10-29,1836,T,82,6.1NRT,279.49,135.46,D
45.46061,-121.56452,322.27,3.21,1.7,2025-10-29,1836,T,82,6.1NRT,279.77,123.97,D
45.49273,-123.34554,302.94,2.56,1.54,2025-10-29,1836,T,33,6.1NRT,278.96,28.41,D
44.26136,-120.20316,308.97,4.17,1.89,2025-10-29,1836,T,59,6.1NRT,279.75,88.73,D
44.74076,-122.39176,300.45,3.05,1.66,2025-10-29,1836,T,37,6.1NRT,282.34,33.15,D
44.75985,-123.58272,301.14,2.62,1.55,2025-10-29,1836,T,45,6.1NRT,281.4,27.65,D
43.08168,-120.7431,313.48,4.25,1.91,2025-10-29,1836,T,56,6.1NRT,281.16,100.34,D
43.64218,-123.2341,309.78,2.96,1.64,2025-10-29,1836,T,69,6.1NRT,283.9,49.66,D
43.63981,-123.24045,308.73,2.96,1.64,2025-10-29,1836,T,68,6.1NRT,283.32,47.14,D
43.21659,-124.28999,330.69,2.65,1.56,2025-10-29,1838,T,87,6.1NRT,286.65,124.12,D
43.21102,-124.30009,318.45,2.65,1.56,2025-10-29,1838,T,78,6.1NRT,285.61,70.37,D
43.20351,-124.26828,311.14,2.66,1.57,2025-10-29,1838,T,56,6.1NRT,286.91,45.23,D
43.19793,-124.30627,313.19,2.65,1.56,2025-10-29,1838,T,48,6.1NRT,285.42,49.87,D
42.83631,-124.32819,313.32,2.71,1.58,2025-10-29,1838,T,58,6.1NRT,284.77,59.35,D
45.09292,-75.40774,301.18,1,1,2025-10-29,1923,A,45,6.1NRT,285.06,5.8,D
17.89364,-93.18037,324.13,1.04,1.02,2025-10-29,2055,A,81,6.1NRT,296.71,17.31,D
17.89218,-93.18987,333.75,1.05,1.02,2025-10-29,2055,A,87,6.1NRT,298.88,30.45,D
17.89072,-93.19937,326.38,1.05,1.02,2025-10-29,2055,A,82,6.1NRT,297.09,20.03,D
17.90254,-93.18188,339.83,1.04,1.02,2025-10-29,2055,A,91,6.1NRT,298.09,39.41,D
17.90108,-93.19139,331.55,1.05,1.02,2025-10-29,2055,A,86,6.1NRT,299.27,26.49,D
18.67022,-88.5232,322.34,1.34,1.15,2025-10-29,2055,A,78,6.1NRT,299.74,20.91,D
18.04068,-93.066,309.32,1.04,1.02,2025-10-29,2055,A,37,6.1NRT,290.81,5.14,D
18.0835,-94.04935,314.16,1.12,1.05,2025-10-29,2055,A,51,6.1NRT,293.48,10.56,D
18.09269,-94.05096,344.67,1.12,1.05,2025-10-29,2055,A,93,6.1NRT,293.79,56.31,D
18.19978,-94.00882,315.24,1.11,1.05,2025-10-29,2055,A,68,6.1NRT,293.82,11.84,D
21.97619,-100.8086,304.38,2.74,1.58,2025-10-29,2057,A,21,6.1NRT,287.99,12.83,D
22.62306,-100.90234,311.13,2.69,1.57,2025-10-29,2057,A,65,6.1NRT,296.95,18.58,D
24.20943,-97.87847,322.84,1.5,1.21,2025-10-29,2057,A,81,6.1NRT,296.43,31.87,D
24.20694,-97.89262,310.44,1.5,1.21,2025-10-29,2057,A,68,6.1NRT,296.56,12.45,D
24.21546,-97.96837,316.84,1.52,1.22,2025-10-29,2057,A,76,6.1NRT,297.49,21.31,D
24.22267,-97.96157,327.56,1.52,1.22,2025-10-29,2057,A,84,6.1NRT,298.26,41.04,D
24.22008,-97.97585,323.31,1.52,1.22,2025-10-29,2057,A,81,6.1NRT,297.28,32.7,D
24.31927,-97.90869,311.44,1.5,1.21,2025-10-29,2057,A,69,6.1NRT,295.99,14.48,D
24.31315,-97.91286,305.89,1.5,1.21,2025-10-29,2057,A,54,6.1NRT,295.57,7.69,D
25.10112,-97.73048,311.64,1.41,1.18,2025-10-29,2057,A,64,6.1NRT,300.3,11.45,D
25.92438,-97.34029,311.61,1.3,1.13,2025-10-29,2057,A,59,6.1NRT,299.72,9.92,D
26.06051,-97.68433,317.26,1.35,1.15,2025-10-29,2057,A,71,6.1NRT,301.66,15.24,D
26.05823,-97.69729,315.53,1.35,1.15,2025-10-29,2057,A,60,6.1NRT,301.51,12.94,D
27.4979,-97.6189,312.07,1.27,1.12,2025-10-29,2057,A,62,6.1NRT,301.77,7.86,D
27.49578,-97.63123,340.54,1.27,1.12,2025-10-29,2057,A,91,6.1NRT,303.25,55.59,D
27.92593,-97.28819,365.25,1.2,1.09,2025-10-29,2057,A,100,6.1NRT,301.78,126.46,D
27.92395,-97.29993,383.67,1.2,1.09,2025-10-29,2057,A,100,6.1NRT,304.83,215.74,D
27.64797,-99.58277,306.5,1.67,1.27,2025-10-29,2057,A,22,6.1NRT,295.97,5.2,D
29.87127,-91.88964,312.86,1.19,1.09,2025-10-29,2059,A,47,6.1NRT,290.28,13.26,D
29.88077,-91.89122,314.25,1.19,1.09,2025-10-29,2059,A,67,6.1NRT,290.53,15.09,D
29.8793,-91.90318,310.67,1.19,1.09,2025-10-29,2059,A,52,6.1NRT,290.86,11.57,D
29.71175,-94.20639,304.64,1.01,1,2025-10-29,2059,A,41,6.1NRT,291.9,5.13,D
30.02321,-91.9582,310.98,1.19,1.08,2025-10-29,2059,A,71,6.1NRT,290.89,12.56,D
29.72193,-94.19798,310.43,1.01,1,2025-10-29,2059,A,55,6.1NRT,293.7,8.32,D
31.11237,-95.01813,306.81,1,1,2025-10-29,2059,A,49,6.1NRT,290.08,6.84,D
31.1109,-95.02826,390.09,1,1,2025-10-29,2059,A,100,6.1NRT,298.99,199.25,D
31.10942,-95.03839,312.46,1,1,2025-10-29,2059,A,73,6.1NRT,291.04,10.91,D
31.56057,-94.65979,306.53,1.01,1,2025-10-29,2059,A,64,6.1NRT,289.06,7.17,D
31.64404,-96.63811,307.57,1.04,1.02,2025-10-29,2059,A,66,6.1NRT,290.46,8.44,D
31.64239,-96.64864,305.33,1.04,1.02,2025-10-29,2059,A,61,6.1NRT,291.01,6.86,D
31.84857,-96.57539,303.04,1.03,1.01,2025-10-29,2059,A,55,6.1NRT,291,4.9,D
31.84693,-96.58588,302.5,1.03,1.01,2025-10-29,2059,A,52,6.1NRT,291.1,4.58,D
32.15429,-97.45427,302.03,1.08,1.04,2025-10-29,2059,A,50,6.1NRT,290.46,5.06,D
32.48689,-102.08988,302.82,1.92,1.35,2025-10-29,2059,A,41,6.1NRT,291.89,9.64,D
33.12446,-102.27938,304.55,1.91,1.35,2025-10-29,2059,A,55,6.1NRT,293.83,10,D
34.16381,-97.55304,341.65,1.05,1.02,2025-10-29,2059,A,92,6.1NRT,291.18,48.46,D
34.16206,-97.56396,311.01,1.05,1.02,2025-10-29,2059,A,66,6.1NRT,290.3,9.73,D
34.17268,-97.5551,348.42,1.05,1.02,2025-10-29,2059,A,95,6.1NRT,291.41,62.67,D
34.17092,-97.56605,324.74,1.05,1.02,2025-10-29,2059,A,83,6.1NRT,290.77,23.62,D
38.08945,-100.93146,301.61,1.25,1.11,2025-10-29,2059,A,48,6.1NRT,288.07,7.11,D
40.62496,-110.96099,309.26,4.17,1.89,2025-10-29,2101,A,68,6.1NRT,281.81,88.48,D
40.61348,-111.00385,310.15,4.19,1.9,2025-10-29,2101,A,70,6.1NRT,281.56,92.02,D
40.94124,-110.78723,308.98,3.97,1.85,2025-10-29,2101,A,68,6.1NRT,282.04,89.49,D
40.93337,-110.79119,306.8,3.97,1.85,2025-10-29,2101,A,64,6.1NRT,282.11,78.08,D
49.21869,-102.73705,377.19,1.03,1.01,2025-10-29,2104,A,100,6.1NRT,285.15,151.38,D
49.21649,-102.75057,351.83,1.03,1.01,2025-10-29,2104,A,97,6.1NRT,284.77,72.02,D
49.91427,-101.94185,307.47,1,1,2025-10-29,2104,A,65,6.1NRT,274.06,11.42,D
49.94829,-102.08749,303.87,1,1,2025-10-29,2104,A,57,6.1NRT,278.42,9.48,D
35.11673,-112.1378,322,2.66,1.57,2025-10-29,2240,A,50,6.1NRT,291.79,72.02,D
35.11299,-112.11672,318.06,2.68,1.57,2025-10-29,2240,A,39,6.1NRT,290.04,56.61,D
35.12463,-112.14683,313.34,2.66,1.57,2025-10-29,2240,A,31,6.1NRT,291.81,41.77,D
36.75241,-118.86736,317.8,1.12,1.06,2025-10-29,2240,A,74,6.1NRT,291.23,18.57,D
37.42239,-119.53951,314.08,1.08,1.04,2025-10-29,2240,A,71,6.1NRT,290.61,14.23,D
38.439,-121.9568,319.91,1,1,2025-10-29,2240,A,77,6.1NRT,300.5,13.14,D
38.50195,-122.01785,314.94,1,1,2025-10-29,2240,A,71,6.1NRT,301.59,9.06,D
38.88102,-120.6491,308.57,1.03,1.02,2025-10-29,2240,A,61,6.1NRT,290.98,8.51,D
38.9557,-120.5049,343.78,1.04,1.02,2025-10-29,2240,A,93,6.1NRT,296.49,50.77,D
38.95412,-120.51669,367.39,1.04,1.02,2025-10-29,2240,A,100,6.1NRT,301.49,112.15,D
38.96454,-120.50707,362.23,1.04,1.02,2025-10-29,2240,A,100,6.1NRT,298.79,96.4,D
38.96299,-120.51867,349.21,1.04,1.02,2025-10-29,2240,A,95,6.1NRT,298,62.49,D
38.93695,-121.90059,320.11,1,1,2025-10-29,2240,A,78,6.1NRT,297.64,14.55,D
39.00981,-122.04029,310.6,1,1,2025-10-29,2240,A,67,6.1NRT,299.18,6.41,D
39.00817,-122.05143,310.12,1,1,2025-10-29,2240,A,67,6.1NRT,299.64,5.96,D
39.26617,-123.51488,325.9,1.03,1.01,2025-10-29,2240,A,83,6.1NRT,293.69,24.83,D
39.28708,-123.55621,331,1.03,1.02,2025-10-29,2240,A,86,6.1NRT,292.11,31.17,D
39.30776,-123.4967,312.89,1.03,1.01,2025-10-29,2240,A,71,6.1NRT,293.22,11.77,D
39.29854,-123.55431,304.04,1.03,1.02,2025-10-29,2240,A,51,6.1NRT,292.58,5.71,D
39.73368,-123.50294,310.42,1.02,1.01,2025-10-29,2240,A,68,6.1NRT,295.36,8.97,D
39.94487,-122.98938,305.01,1.01,1,2025-10-29,2240,A,46,6.1NRT,294.84,5.46,D
40.14569,-122.18452,314.28,1,1,2025-10-29,2240,A,0,6.1NRT,296.78,10.13,D
40.48761,-123.73736,322.09,1.02,1.01,2025-10-29,2240,A,81,6.1NRT,291.3,21.2,D
40.64808,-124.01347,330.09,1.03,1.02,2025-10-29,2240,A,87,6.1NRT,288.54,31.03,D
40.64619,-124.02528,330.09,1.03,1.02,2025-10-29,2240,A,87,6.1NRT,289.28,31.24,D
40.6443,-124.03708,300.5,1.03,1.02,2025-10-29,2240,A,20,6.1NRT,288.34,4.82,D
40.6531,-124.03942,305.13,1.03,1.02,2025-10-29,2240,A,61,6.1NRT,287.93,7.79,D
40.9376,-123.70432,303.94,1.02,1.01,2025-10-29,2240,A,58,6.1NRT,288.53,7.24,D
42.27574,-120.64571,328.2,1.1,1.05,2025-10-29,2240,A,85,6.1NRT,281.64,34,D
42.27408,-120.65881,316.18,1.1,1.05,2025-10-29,2240,A,76,6.1NRT,282.28,19.69,D
42.40365,-120.44011,315.91,1.12,1.06,2025-10-29,2240,A,72,6.1NRT,285.28,17.83,D
42.44095,-120.72281,312.9,1.1,1.05,2025-10-29,2240,A,73,6.1NRT,282.67,16.2,D
42.45005,-120.72481,300.29,1.1,1.05,2025-10-29,2240,A,24,6.1NRT,281.46,6.14,D
43.0661,-120.73451,301.95,1.11,1.05,2025-10-29,2240,A,43,6.1NRT,289.42,5.06,D
42.69764,-123.44534,312.11,1,1,2025-10-29,2240,A,72,6.1NRT,286.92,12.63,D
42.69589,-123.45707,319.58,1,1,2025-10-29,2240,A,79,6.1NRT,286.92,19.11,D
43.07524,-120.73673,305.22,1.11,1.05,2025-10-29,2240,A,61,6.1NRT,288.09,7.35,D
42.70629,-123.44771,362.51,1,1,2025-10-29,2240,A,100,6.1NRT,286.12,93.6,D
42.70454,-123.45947,354.79,1,1,2025-10-29,2240,A,98,6.1NRT,286.8,73.58,D
43.12021,-121.32563,304.05,1.07,1.03,2025-10-29,2240,A,58,6.1NRT,285.02,8.27,D
43.11856,-121.33838,309.21,1.07,1.03,2025-10-29,2240,A,68,6.1NRT,285.3,12.16,D
42.81293,-124.33466,351.41,1.02,1.01,2025-10-29,2240,A,96,6.1NRT,286.7,66.96,D
42.81105,-124.34667,340.73,1.02,1.01,2025-10-29,2240,A,92,6.1NRT,287.38,46.43,D
42.82167,-124.337,307.78,1.02,1.01,2025-10-29,2240,A,66,6.1NRT,284.44,9.01,D
42.81978,-124.34906,303.25,1.02,1.01,2025-10-29,2240,A,55,6.1NRT,285.3,6.61,D
43.15281,-122.1286,310.67,1.03,1.01,2025-10-29,2240,A,0,6.1NRT,282.03,13.84,D
42.83411,-124.31567,309.18,1.01,1.01,2025-10-29,2240,A,68,6.1NRT,284.95,10.21,D
42.83226,-124.32752,350.17,1.01,1.01,2025-10-29,2240,A,96,6.1NRT,287.74,65,D
42.81531,-124.43552,300.6,1.02,1.01,2025-10-29,2240,A,39,6.1NRT,286.92,5.59,D
42.95494,-124.25777,330.5,1.01,1.01,2025-10-29,2240,A,87,6.1NRT,285.18,32.14,D
43.37994,-121.88062,312.89,1.04,1.02,2025-10-29,2240,A,73,6.1NRT,283.6,15.11,D
43.38878,-121.88287,331.65,1.04,1.02,2025-10-29,2240,A,87,6.1NRT,283.98,34.53,D
43.38713,-121.89532,325.34,1.04,1.02,2025-10-29,2240,A,84,6.1NRT,285.32,26.44,D
43.39763,-121.8851,333.47,1.04,1.02,2025-10-29,2240,A,88,6.1NRT,283.41,37.11,D
43.39598,-121.89751,338.66,1.04,1.02,2025-10-29,2240,A,91,6.1NRT,285.82,45.51,D
43.16271,-123.61752,337.92,1,1,2025-10-29,2240,A,91,6.1NRT,286.77,42.36,D
43.42422,-121.89162,302.25,1.04,1.02,2025-10-29,2240,A,51,6.1NRT,282.88,7.8,D
43.42255,-121.90408,310.4,1.04,1.02,2025-10-29,2240,A,70,6.1NRT,282.95,13.29,D
43.08201,-124.34515,324.4,1.01,1.01,2025-10-29,2240,A,83,6.1NRT,287.58,24.4,D
43.08015,-124.35708,350.9,1.01,1.01,2025-10-29,2240,A,96,6.1NRT,290.74,67.22,D
43.19137,-124.29544,321.96,1.01,1,2025-10-29,2240,A,81,6.1NRT,287.07,20.12,D
43.18952,-124.30735,315.33,1.01,1,2025-10-29,2240,A,68,6.1NRT,286.9,14.24,D
43.22352,-124.20502,333.37,1.01,1,2025-10-29,2240,A,88,6.1NRT,288.34,34.98,D
43.22168,-124.21695,305.31,1.01,1,2025-10-29,2240,A,61,6.1NRT,288.27,7.55,D
43.2106,-124.2886,338.78,1.01,1,2025-10-29,2240,A,73,6.1NRT,289.22,40.04,D
43.22113,-124.27924,312.15,1.01,1,2025-10-29,2240,A,63,6.1NRT,287.37,11.34,D
43.21929,-124.29115,386.06,1.01,1,2025-10-29,2240,A,100,6.1NRT,293.55,182.21,D
43.21745,-124.30304,353.96,1.01,1,2025-10-29,2240,A,97,6.1NRT,291.3,71.57,D
43.24166,-124.32273,317.09,1.01,1,2025-10-29,2240,A,77,6.1NRT,286.78,17.01,D
43.23981,-124.33463,331.99,1.01,1.01,2025-10-29,2240,A,88,6.1NRT,287.06,33.9,D
43.38126,-123.45634,346.69,1,1,2025-10-29,2240,A,95,6.1NRT,290.9,56.67,D
43.37952,-123.46822,316.82,1,1,2025-10-29,2240,A,77,6.1NRT,291,15.86,D
43.47006,-123.42594,303.42,1,1,2025-10-29,2240,A,56,6.1NRT,287.17,7.08,D
43.46831,-123.43786,300.8,1,1,2025-10-29,2240,A,42,6.1NRT,287.2,5.72,D
43.54205,-123.12878,339.15,1,1,2025-10-29,2240,A,91,6.1NRT,286.27,44.46,D
43.54034,-123.1407,319.96,1,1,2025-10-29,2240,A,80,6.1NRT,285.28,19.84,D
43.45218,-123.9847,306.21,1,1,2025-10-29,2240,A,63,6.1NRT,286.91,8.29,D
43.46085,-123.98713,304.77,1,1,2025-10-29,2240,A,60,6.1NRT,286.4,7.6,D
43.45905,-123.99905,302.81,1,1,2025-10-29,2240,A,54,6.1NRT,286.36,6.5,D
43.60682,-123.38945,309.79,1,1,2025-10-29,2240,A,69,6.1NRT,286.22,11.18,D
43.63797,-123.23634,323.24,1,1,2025-10-29,2240,A,82,6.1NRT,288.19,21.83,D
43.63625,-123.24834,308.35,1,1,2025-10-29,2240,A,58,6.1NRT,287.55,8.88,D
44.05009,-120.36168,320.06,1.18,1.08,2025-10-29,2240,A,53,6.1NRT,281.09,23.01,D
43.72224,-123.16537,305.89,1,1,2025-10-29,2240,A,62,6.1NRT,286.43,8.93,D
43.74647,-123.12206,300.2,1,1,2025-10-29,2240,A,32,6.1NRT,286.98,5.29,D
43.73447,-123.20608,312.52,1,1,2025-10-29,2240,A,73,6.1NRT,287.22,13.05,D
43.73275,-123.21809,300.42,1,1,2025-10-29,2240,A,37,6.1NRT,286.81,5.26,D
44.23077,-120.22263,302.91,1.2,1.09,2025-10-29,2240,A,49,6.1NRT,280.89,9.02,D
44.0896,-121.53954,301.7,1.08,1.04,2025-10-29,2240,A,39,6.1NRT,275.54,6.85,D
44.31128,-120.23034,301.68,1.2,1.09,2025-10-29,2240,A,48,6.1NRT,284.09,8.62,D
43.9426,-123.5705,320.89,1,1,2025-10-29,2240,A,80,6.1NRT,286.44,20.83,D
44.43565,-119.94843,309.93,1.24,1.1,2025-10-29,2240,A,69,6.1NRT,281.58,16.42,D
44.43397,-119.96339,314.94,1.23,1.1,2025-10-29,2240,A,75,6.1NRT,280.97,21.35,D
44.80798,-118.33432,307.39,1.49,1.21,2025-10-29,2240,A,65,6.1NRT,280.06,20.89,D
44.35632,-122.39139,301.07,1.03,1.02,2025-10-29,2240,A,44,6.1NRT,283.36,6.76,D
44.15493,-123.81873,302.99,1,1,2025-10-29,2240,A,39,6.1NRT,285.35,6.55,D
44.16182,-123.83326,307.37,1,1,2025-10-29,2240,A,65,6.1NRT,285.17,9.53,D
44.44295,-122.49749,305.24,1.03,1.01,2025-10-29,2240,A,61,6.1NRT,283,9.3,D
44.44126,-122.50996,310.98,1.03,1.01,2025-10-29,2240,A,71,6.1NRT,283.73,13.16,D
44.94615,-119.08611,306.41,1.37,1.16,2025-10-29,2240,A,63,6.1NRT,282.9,13.62,D
44.54004,-123.41119,301.01,1,1,2025-10-29,2242,A,44,6.1NRT,286.06,5.93,D
44.50434,-123.90663,302.63,1,1,2025-10-29,2242,A,53,6.1NRT,283.67,7,D
44.74329,-122.39986,301.62,1.04,1.02,2025-10-29,2242,A,43,6.1NRT,285.98,6.15,D
44.73818,-122.50905,325.18,1.03,1.02,2025-10-29,2242,A,84,6.1NRT,285.08,26.66,D
44.76377,-122.38499,305.11,1.04,1.02,2025-10-29,2242,A,55,6.1NRT,286.92,8.47,D
44.77258,-122.38759,304.93,1.04,1.02,2025-10-29,2242,A,49,6.1NRT,286.91,8.04,D
45.16977,-119.16935,310.97,1.37,1.16,2025-10-29,2242,A,54,6.1NRT,280.81,19.43,D
45.168,-119.18647,343.6,1.37,1.16,2025-10-29,2242,A,93,6.1NRT,283.32,82.34,D
45.17987,-119.17164,305.46,1.37,1.16,2025-10-29,2242,A,61,6.1NRT,279.75,14.84,D
45.17808,-119.18889,320.01,1.37,1.16,2025-10-29,2242,A,80,6.1NRT,280.92,32.86,D
44.80701,-122.69011,312.39,1.03,1.01,2025-10-29,2242,A,72,6.1NRT,286.45,12.89,D
44.81578,-122.69267,305.64,1.03,1.01,2025-10-29,2242,A,62,6.1NRT,285.57,7.94,D
44.75287,-123.59859,317.7,1,1,2025-10-29,2242,A,78,6.1NRT,282.15,18.37,D
44.81239,-123.82437,339.03,1,1,2025-10-29,2242,A,91,6.1NRT,284.01,44.01,D
44.81063,-123.83652,336.04,1,1,2025-10-29,2242,A,90,6.1NRT,284.42,39.4,D
44.90181,-123.34686,307.12,1.01,1,2025-10-29,2242,A,65,6.1NRT,286.69,9.45,D
44.84045,-123.83916,322.37,1,1,2025-10-29,2242,A,82,6.1NRT,285,22.53,D
44.83868,-123.85136,312.55,1,1,2025-10-29,2242,A,73,6.1NRT,284.31,13.7,D
45.03095,-122.67158,330.65,1.03,1.01,2025-10-29,2242,A,87,6.1NRT,285.86,32.89,D
45.05228,-123.44617,320.52,1.01,1,2025-10-29,2242,A,80,6.1NRT,286.85,19.97,D
45.05053,-123.45852,300.76,1.01,1,2025-10-29,2242,A,41,6.1NRT,285.68,5.37,D
45.89148,-115.46862,304.13,2.22,1.44,2025-10-29,2242,A,41,6.1NRT,279.88,27.91,D
45.46006,-121.55721,333.84,1.11,1.05,2025-10-29,2242,A,89,6.1NRT,282.23,43.29,D
45.45841,-121.57058,340.07,1.1,1.05,2025-10-29,2242,A,92,6.1NRT,283.9,54.31,D
45.27544,-122.97811,303.01,1.02,1.01,2025-10-29,2242,A,54,6.1NRT,286.21,6.47,D
45.59723,-121.42689,362.17,1.12,1.05,2025-10-29,2242,A,100,6.1NRT,285.96,112.28,D
45.59549,-121.44106,373.24,1.12,1.05,2025-10-29,2242,A,100,6.1NRT,287.73,153.84,D
45.55956,-121.72988,342.25,1.1,1.04,2025-10-29,2242,A,93,6.1NRT,283.07,55.97,D
45.60647,-121.42883,338.66,1.12,1.05,2025-10-29,2242,A,91,6.1NRT,284.16,52.02,D
45.60471,-121.44305,333.89,1.12,1.05,2025-10-29,2242,A,89,6.1NRT,283.92,43.52,D
45.2945,-123.76599,315.95,1,1,2025-10-29,2242,A,72,6.1NRT,283.91,16.57,D
45.62876,-121.68304,321.74,1.1,1.05,2025-10-29,2242,A,81,6.1NRT,282.06,26.58,D
45.49233,-123.35829,307.41,1.01,1.01,2025-10-29,2242,A,65,6.1NRT,281.66,10.88,D
45.5522,-123.3288,322.16,1.01,1.01,2025-10-29,2242,A,81,6.1NRT,281.33,22.96,D
45.55047,-123.34136,327.71,1.01,1.01,2025-10-29,2242,A,85,6.1NRT,282.28,29.37,D
46.3911,-115.86832,309.13,2.13,1.42,2025-10-29,2242,A,59,6.1NRT,282.14,34.34,D
45.92032,-121.16734,314.8,1.15,1.07,2025-10-29,2242,A,75,6.1NRT,283.68,18.88,D
45.91863,-121.18184,314.27,1.15,1.07,2025-10-29,2242,A,75,6.1NRT,283.47,18.48,D
45.65156,-123.3504,330.8,1.01,1.01,2025-10-29,2242,A,82,6.1NRT,284.02,31.2,D
46.48774,-115.97067,300.71,2.11,1.41,2025-10-29,2242,A,38,6.1NRT,282.04,19.99,D
46.48586,-115.99624,300.5,2.1,1.41,2025-10-29,2242,A,33,6.1NRT,282.04,19.94,D
46.48919,-115.97533,304.99,2.11,1.41,2025-10-29,2242,A,29,6.1NRT,282.08,23.61,D
46.05508,-121.20542,310.96,1.15,1.07,2025-10-29,2242,A,71,6.1NRT,283.8,15.94,D
46.09221,-121.58962,305.64,1.12,1.05,2025-10-29,2242,A,62,6.1NRT,279.97,11.97,D
46.67993,-116.36297,316.72,2.02,1.38,2025-10-29,2242,A,58,6.1NRT,279.63,48.55,D
46.28431,-123.11736,300.88,1.03,1.01,2025-10-29,2242,A,0,6.1NRT,281.6,7.11,D
46.3089,-123.13818,348.8,1.03,1.01,2025-10-29,2242,A,0,6.1NRT,280.79,65.48,D
46.71119,-119.89423,306.5,1.33,1.14,2025-10-29,2242,A,64,6.1NRT,276.54,15.75,D
46.62745,-122.17243,303.91,1.09,1.04,2025-10-29,2242,A,43,6.1NRT,276.04,10.67,D
46.64288,-122.27358,302.67,1.08,1.04,2025-10-29,2242,A,39,6.1NRT,280.33,8.41,D
46.57633,-122.86497,305.74,1.05,1.02,2025-10-29,2242,A,59,6.1NRT,283.23,9.61,D
46.5746,-122.87818,311.25,1.05,1.02,2025-10-29,2242,A,54,6.1NRT,281.83,13.42,D
46.71802,-123.05359,300.41,1.04,1.02,2025-10-29,2242,A,36,6.1NRT,284.12,6.08,D
46.74833,-123.23878,327.03,1.03,1.01,2025-10-29,2242,A,85,6.1NRT,284.83,29.03,D
46.67575,-123.8336,307.86,1.01,1.01,2025-10-29,2242,A,57,6.1NRT,284.63,10.57,D
46.9197,-123.4088,303.68,1.03,1.01,2025-10-29,2242,A,54,6.1NRT,282.02,8.36,D
46.91793,-123.42184,318.69,1.03,1.01,2025-10-29,2242,A,68,6.1NRT,282.73,19.97,D
47.08561,-123.21053,312.65,1.04,1.02,2025-10-29,2242,A,73,6.1NRT,283.38,14.78,D
47.12275,-123.27598,300.43,1.04,1.02,2025-10-29,2242,A,37,6.1NRT,283.44,6.72,D
47.16215,-123.53925,303.34,1.03,1.01,2025-10-29,2242,A,56,6.1NRT,284.09,8.07,D
47.16038,-123.55228,311.92,1.03,1.01,2025-10-29,2242,A,72,6.1NRT,284.57,13.97,D
47.19658,-123.89283,303.65,1.01,1.01,2025-10-29,2242,A,53,6.1NRT,280.83,8.66,D
47.8404,-118.30571,306.3,1.64,1.26,2025-10-29,2242,A,63,6.1NRT,283.83,19.14,D
47.30244,-123.99896,336.09,1.01,1.01,2025-10-29,2242,A,90,6.1NRT,284,40.69,D
47.28294,-124.21313,327.67,1.01,1,2025-10-29,2242,A,64,6.1NRT,282.35,27.76,D
47.29344,-124.20298,307.18,1.01,1,2025-10-29,2242,A,65,6.1NRT,280.91,9.99,D
47.29164,-124.21581,341.08,1.01,1,2025-10-29,2242,A,80,6.1NRT,282.13,48.05,D
48.07776,-116.89431,312.32,1.96,1.37,2025-10-29,2242,A,62,6.1NRT,278.37,36.92,D
48.10115,-116.73971,325.68,2,1.38,2025-10-29,2242,A,73,6.1NRT,278.14,71.35,D
48.08979,-116.89595,309.26,1.96,1.37,2025-10-29,2242,A,34,6.1NRT,278.4,30.2,D
48.23024,-116.95518,301.84,1.96,1.37,2025-10-29,2242,A,37,6.1NRT,278.38,20.26,D
48.23631,-118.35033,321.26,1.65,1.26,2025-10-29,2242,A,81,6.1NRT,280.47,46.42,D
48.23443,-118.37251,301.33,1.65,1.26,2025-10-29,2242,A,46,6.1NRT,280.25,15.21,D
48.24752,-118.35108,347.64,1.65,1.26,2025-10-29,2242,A,90,6.1NRT,281.65,123.49,D
48.24562,-118.37329,336.78,1.65,1.26,2025-10-29,2242,A,78,6.1NRT,282.25,83.8,D
48.23573,-118.73917,306.32,1.58,1.24,2025-10-29,2242,A,63,6.1NRT,279.55,19.56,D
48.23386,-118.75989,312.92,1.58,1.24,2025-10-29,2242,A,73,6.1NRT,280.27,28.84,D
48.38934,-117.57491,320.25,1.82,1.32,2025-10-29,2242,A,0,6.1NRT,274.93,52.81,D
48.42554,-117.25688,303.78,1.9,1.35,2025-10-29,2242,A,14,6.1NRT,279.06,20.68,D
